Code,Code (terminaison),DES,Début du nom,Objet,Date de reconnaissance,Dernière modif statuts,Catégorie,Adresse,Adresse.Adr1,Adresse.Adr2,Code Postal,Ville
75.000.1035,1035,AMIS DES ETUDIANTS FRANCAIS,LES,Procurer tous appuis moraux et matériels aux étudiants pauvres dignes d'être aidés sans distinction de classe et de religion.,24/07/1929,,15000 éducation formation,SIEGE,"2, rue de l'Abbé de l'Epée",,75005,PARIS
75.000.1036,1036,AMIS DU MUSEE DE BLERANCOURT,LES,Enrichir les collections du Musée créé à BLERANCOURT par le Comité Américain pour les régions dévastées de la France et de contribuer à maintenir et développer la coopération franco-Américaine.,31/10/1931,13/10/1977,08 Culture et sciences,SIEGE,"168, rue de grenelle",,75007,PARIS
14.000.1037,1037,OASIS,ASSOCIATION,"Assurer une mission d'assistance et de bienfaisance à destination des jeunes. L'association poursuit une action sociale, scolaire, éducative et caritative.",30/03/1953,30/10/2013,19000 interventions sociales,SIEGE,BP 40300,,14000,CAEN CEDEX 1
08.000.1039,1039,CENTRE D'HEBERGEMENT DES ARDENNES,L'ETAPE,L'hébergement en foyer de réinsertion socio-professionnelle de détenus libérés et de détenus sous contrôle judiciaire.  L'association a déposé son bilan le 21 juin 1995 et a cessé de fait toute activité. La liquidation judiciaire a été prononcée.,19/01/1994,,19000 interventions sociales,SIEGE,"10, avenue G. Corneau - BP 297",,08104,CHARLEVILLE-MEZIERES
75.000.1040,1040,VEHICULES D'EPOQUE (FFVE),FEDERATION  FRANCAISE DES,"La Fédération Française des Véhicules d’Époque dite ""FFVE"" fondée en 1967 sous le nom de FEDERATION  Française des Automobiles d’Époque (FFAE) a pour but d'encourager, de coordonner de développer en France le mouvement ...",09/02/2009,,06000 culture,SIEGE,"8, place de la Concorde",,75008,PARIS
75.000.1041,1041,SOCIETE FRANCAISE D'IMMUNOLOGIE,,"Encourager, promouvoir et réaliser toute action pouvant favoriser le développement d' Immunologie.",15/02/1978,,17000 santé,SIEGE,"28, rue du Docteur Roux",,75015,PARIS
13.000.1042,1042,PROTECTION DES NOURRISSONS DE L'ENFANCE ET DE LA FAMILLE,ASSOCIATION DEPARTEMENTALE POUR LA,Diminuer la mortalité infantile par tous les moyens en son pouvoir.,26/05/1875,07/11/1969,17000 santé,SIEGE,"26, rue Dragon",,13006,MARSEILLE
75.000.1043,1043,LES FOYERS MATTER,,Encourager les libérés de prison à se procurer les moyens de se réinsérer par le travail.,03/09/1890,31/12/1982,19000 interventions sociales,SIEGE,"19, rue des Martyrs",,75009,PARIS
75.000.1044,1044,AMIS DU MUSEE DE L'ORDRE DE LA LIBERATION,ASSOCIATION DES,"Réunir, archiver, conserver, entretenir et  présenter dans le cadre du Musée de la France Libre et de la Résistance de l'Ordre National de la libération les documents, souvenirs...",22/10/1971,,"38000 armée, anc combattants",SIEGE,"51 bis, boulevard de La Tour-Maubourg",,75007,PARIS CEDEX 07
75.000.1045,1045,ECOLE NATIONALE DES PONTS ET CHAUSSEES DE FRANCE (AAENPC),ASSOCIATION AMICALE DES INGENIEURS DES PTS ET CHAUSSEES & DES A.E. DE L',Maintenir et resserrer entre les sociétaires par tels moyens que l'expérience indiquera toutes les relations pouvant être utiles à leur carrière.,17/06/1885,13/02/1995,15000 éducation formation,SIEGE,"15, rue de la fontaine au roi",,75011,PARIS
13.000.1046,1046,SOCIETE DE STATISTIQUE DE MARSEILLE,,"L'étude et l'avancement des sciences historiques spécialement en ce qui concerne Marseille, la Provence et les régions limitrophes.",02/04/1831,,08 Culture et sciences,SIEGE,Palais de la Bourse,,13000,MARSEILLE
13.000.1047,1047,COMITE D'ACTION SOCIALE ISRAELITE DE MARSEILLE,,Venir en aide par son service social à Marseille et dans la région aux personnes et familles  juives dans le besoin.,06/12/1906,28/02/2000,20000 caritatives humanit. dev,SIEGE,109 rue Breteuil,,13006,MARSEILLE
60.000.1048,1048,JEAN NICOLE,ASSOCIATION,"Organiser, faire fonctionner, aider ou favoriser les œuvres de préservation de l'enfance en participant à la lutte anti-tuberculeuse en liaison avec les offices départementaux d'hygiène sociale.",11/04/1923,20/08/1960,17000 santé,SIEGE,"231, rue de Compiègne",,60710,CHEVRIERES
89.000.1049,1049,ORPHELINAT DE SENS (DIT ORPHELINAT DU MAIL),,"Recueillir les enfants pauvres ou abandonnés du département, les élever chrétiennement.",17/02/1864,,18000 services medico-sociaux,SIEGE,,,89100,SENS
75.000.1050,1050,SAINT LOUIS POUR LA RECHERCHE SUR LES LEUCEMIES,ASSOCIATION,"Venir en aide aux Unités de recherches de l'Institut Universitaire d'Hématologie de l'Hôpital St Louis, soutenir financièrement les grands projets scientifiques et technologiques, concourir à l'amélioration des soins et aux conditions de vie apportés aux malades.",14/12/2004,,17000 santé,SIEGE,"7, rue Lamennais",,75008,PARIS
67.000.1051,1051,ECOLE DE TRAVAIL ISRAELITE DU BAS-RHIN,,"Encourager et propager parmi les Israélites indigents du département, les arts et les professions mécaniques.",18/04/1842,,15000 éducation formation,SIEGE,"14, rue Sellenick",,67000,STRASBOURG
14.000.1052,1052,LYCEE MARCEL GAMBIER,ASSOCIATION AMICALE DES ANCIENS ELEVES DU,Créer et entretenir entre les anciens élèves du collège des liens étroits de camaraderie et d'affection. AG prévue en avril 1999.,26/08/1915,,15000 éducation formation,SIEGE,"Lycée ""Marcel GAMBIER""",rue du Général Leclerc,14100,LISIEUX
75.000.1053,1053,GENERATIONS MOUVEMENT,FEDERATION  NATIONALE,"Dans le but de favoriser le bien vieillir, les Aînés Ruraux - Fédération nationale a pour objet notamment de : participer activement au choix de société et de contribuer à l'expression des citoyens, notamment âgés...",27/02/2008,26/12/2012,21000 serv familiaux p âgées,SIEGE,"60, rue de Londres",,75008,PARIS
14.000.1054,1054,"ACADEMIE DES SCIENCES, ARTS ET BELLES LETTRES DE CAEN",,"Assembler en des réunions utiles, par l'émulation qu'elle excitent dans les esprits et par les lumières qui s'y communiquent des uns et des autres.",10/08/1853,12/03/1999,16000 recherche,SIEGE,"12, place Saint-Pierre",,14000,CAEN
14.000.1055,1055,SOCIETE LINNEENNE DE NORMANDIE,,"S'occupe de toutes les branches de l'histoire naturelle et, en particulier de tous les produits naturels du sol normand.",22/04/1863,1870/03/02,08 Culture et sciences,SIEGE,Université de Caen - Basse-Normandie,BP  5186,14032,CAEN CEDEX
75.000.1056,1056,INGENIEURS ET TECHNICENS DE L'AGRICULTURE ET AGRO ALIMENTAIRE,ASSOCIATION POUR L'EMPLOI DES CADRES,Étudier et prendre toutes mesures destinées à favoriser le plein emploi des cadres.,24/06/1971,14/05/1981,23000 intérêts économiques,SIEGE,"1, rue Cardinal mercier",,75009,PARIS
14.000.1057,1057,"SOCIETE NORMANDE D'ETHNOGRAPHIE ET D'ART POPULAIRE ""LE VIEUX HONFLEUR""",,Inciter au respect pour les vestiges du passé ayant un caractère d'originalité de protéger les monuments et les sites.,14/01/1931,08/04/2008,10000 préservation patrimoine,SIEGE,rue de la Prison,BP 60082,14603,HONFLEUR CEDEX
31.000.1058,1058,SCLEROSES EN PLAQUES (AFSEP),ASSOCIATION FRANCAISE DES,"Grouper tous les sclérosés en plaques,  représenter, renseigner, défendre ses adhérents et leur famille auprès des pouvoirs publics.",10/02/1967,04/05/2011,17000 santé,SIEGE,ZAC TRIASIS,Rue Benjamin Franklin,31140,LAUNAGUET
94.000.1059,1059,AVIATION SANS FRONTIERES (ASF),,"Mettre ses moyens et notamment les compétences aéronautiques de ses membres au service des causes humanitaires, en dehors de toute considération idéologique politique raciale ou religieuse.",12/11/1993,,20000 caritatives humanit. dev,SIEGE,,,94398,ORLY AEROGARE CEDEX
15.000.1060,1060,AMIS DES MALADES,ASSOCIATION LES,L'association n'a plus d'activité. Demande de dissolution.,22/11/1914,,17000 santé,SIEGE,,,15000,MONSALY
15.000.1061,1061,"SOCIETE DES LETTRES, SCIENCES ET ARTS",,Stimuler et  répandre dans la région le goût des études intellectuelles.,18/01/1925,,08 Culture et sciences,SIEGE,rue du 139ème R. I.,,15012,AURILLAC CEDEX
15.000.1062,1062,SOCIETE ENCOURAGEMENT A L'AGRICULTURE DU CANTAL,,"Encourager,  faire progresser et défendre l'agriculture dans le Cantal, sous toutes ses formes et par tous les moyens. Depuis 1926 cette association n'a fourni que très peu  d'information. Deux P.V d'assemblée  générale en 1964 et 1981.",08/08/1926,,23000 intérêts économiques,SIEGE,"62, avenue de la République",,16006,AURILLAC
92.000.1063,1063,MOUVEMENT FRANCAIS POUR LA QUALITE,,"Étudier, promouvoir, développer par tous les moyens appropriés l'application des méthodes de gestion et d'assurance de la qualité au bénéfice de l'économie française et du bien être des personnes.",07/12/1981,22/07/1992,22000 activités économiques,SIEGE,"116, avenue Aristide Briand",,92227,BAGNEUX CEDEX
75.000.1064,1064,OFFICIERS DE CARRIERE EN RETRAITE,ASSOCIATION NATIONALE DES,Développer des liens de solidarité et des relations amicales entre ses membres.,09/07/1993,,"38000 armée, anc combattants",SIEGE,"15, rue Cler",,75007,PARIS
75.000.1065,1065,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN,ASSOCIATION,"Créer et développer, entre la France, les pays francophones et l'Inde, des initiatives tendant à instaurer des rapports culturel et sociaux entre ces nations.",18/07/2003,,09000 action socioculturelle,SIEGE,"50, rue Vaneau",,75007,PARIS
16.000.1067,1067,COLLEGE ET DU LYCEE D'ANGOULEME,SOCIETE AMICALE DES A.E. DU,"Entretenir et resserer les relations d'amitié qui se sont formées au collège et au lycée et de donner à ses membres ou à des anciens élèves non sociétaire, frappés d'infortunes imméritées une assistance pécuniaire.",16/04/1932,,15000 éducation formation,SIEGE,"39, rue du Mas",,16710,SAINT-YRIEIX
16.000.1068,1068,ŒUVRE CHARENTAISE LAIQUE DES CENTRES DE VACANCES,,"Mettre à la portée de tous les enfants fréquentant les écoles primaires publiques,  écoles primaires supérieures les bienfaits d'un séjour à la mer ou à la montagne.",30/06/1933,09/11/2001,09000 action socioculturelle,SIEGE,rue de Bel-Air à la Grand Fond,,16000,ANGOULEME
75.000.1069,1069,ENTRAIDE SCOLAIRE AMICALE,ASSOCIATION,"Accompagner bénévolement dans leur scolarité des enfants que leurs parents ne peuvent ni aider, ni faire aider, faute de connaissances ou de moyens financiers",09/10/2012,,15000 éducation formation,SIEGE,"18, avenue de la Porte Brunet",,75019,PARIS
17.000.1070,1070,ENTRAIDE PROTESTANTE DE LA ROCHELLE,,"Assistance, aide morale et matérielle à tous ceux qui en ont besoin.",01/03/1887,21/12/2000,14000 amicales groupts affinit,SIEGE,"2, rue du Brave-Rondeau",,17000,LA ROCHELLE
75.000.1071,1071,CHAMBRE D'APPRENTIS DES INDUSTRIES DE L'AMEUBLEMENT DE LA REG PARISIEN,,Organiser et développer dans les métiers de l'ameublement et les industries.,29/11/1928,19/03/1931,23000 intérêts économiques,SIEGE,"200, boulevard Voltaire",,75011,PARIS
75.000.1072,1072,DELEGATION CATHOLIQUE POUR LA COOPERATION (DCC),,"Recrutement et formation des volontaires qui interviendront auprès des populations. Soutien, accompagnement et gestion de ces volontaires et de leurs missions.",10/05/2005,08/02/2013,20000 caritatives humanit. dev,SIEGE,CS 80704,,75674,PARIS CEDEX 07
17.000.1073,1073,COMITE DEPARTEMENTAL CONTRE LES MALADIES RESPIRATOIRES DE LA CHARENTE-MARITIME,,Créer ou susciter la création de dispensaires d'hygiène sociale et de préservation antituberculeuse.,13/07/1923,24/02/2009,17000 santé,SIEGE,"36, rue du Canada",,17000,LA ROCHELLE
75.000.1074,1074,COMPAGNIES D'EXPERTS DE JUSTICE,FEDERATION  NATIONALE DES,"Contribuer, dans le cadre de l'intérêt général, au service public de la justice par les actions suivantes : apporter son concours à l'élaboration des textes législatifs et réglementaires afin d'améliorer les conditions...",31/03/2008,,04000 justice,SIEGE,"10, rue du Débarcadère",,75017,PARIS
17.000.1075,1075,SOCIETE DES REGATES ROCHELAISES,,"Développer le goût des exercices et courses nautiques,   perfectionner les manœuvres à la voile et à l'aviron.",06/09/1893,,11000 sports,SIEGE,Port de La Rochelle,,17000,LA ROCHELLE
17.000.1076,1076,SOCIETE DE SCIENCES NATURELLES DE LA CHARENTE-MARITIME,,Réunir dans un musée les productions naturelles qu'offre le département.,04/09/1852,,08 Culture et sciences,SIEGE,Museum d'histoire naturelle,"28, rue Albert 1er",17000,LA ROCHELLE
17.000.1077,1077,SOCIETE DES ARCHIVES HISTORIQUES DE LA SAINTONGE ET DE L'AUNIS,,"Conservation des archives qui lui seront données, publication de documents inédits, pièces, travaux historiques ou archéologiques.",21/06/1886,,10000 préservation patrimoine,SIEGE,"8, rue Mauny",,17100,SAINTES
17.000.1078,1078,ŒUVRE DES NOURRISSONS DE SAINTES,,Poursuivre la lutte contre la mortalité infantile et la protection des enfants du premier âge. L'association n'existe plus. Il y a un dispensaire à la place.,29/07/1923,,17000 santé,SIEGE,rue du général Surrail,,17100,SAINTES
17.000.1079,1079,CRECHE SAINTE-MARIE,,Pas de statuts,20/06/1866,,21000 serv familiaux p âgées,SIEGE,"4, rue Jean Jaurès",,17300,ROCHEFORT
21.000.1081,1081,LYCEE CARNOT DE DIJON,ASSOCIATION DES A.E. DU,"Association entre les anciens élèves internes et externes, les fonctionnaires ou anciens fonctionnaires du Lycée de Dijon.",06/01/1869,21/06/2012,15000 éducation formation,SIEGE,16 boulevard Thiers,,21000,DIJON
76.000.1082,1082,BIENFAISANCE DE LA MADELEINE,ASSOCIATION DE,Venir en aide aux indigents de l'arrondissement de Rouen.,06/12/1906,30/07/1910,20000 caritatives humanit. dev,SIEGE,"80, rue de Constantine",,76000,ROUEN
18.000.1083,1083,SOCIETE D'ARCHEOLOGIE ET D'HISTOIRE DU BERRY,,"Susciter, encourager et faciliter par un lien commun les études, recherches et publications susceptibles de concourir au progrès.",17/07/1969,,10000 préservation patrimoine,SIEGE,"28, rue GAMBON",,18000,BOURGES
31.000.1084,1084,INSTITUT CATHOLIQUE DE TOULOUSE,ASSOCIATION DE L',Il a pour vocation l'enseignement et la recherche dans l'ordre des sciences théologiques et religieuses des disciplines connexes. Il développe également l'enseignement et la recherche dans l'ordre des disciplines profanes.,22/11/2001,,15000 éducation formation,SIEGE,"31, rue de la Fonderie BP 7012",,31068,TOULOUSE CEDEX 7
18.000.1085,1085,ALLIANCE D'HYGIENE SOCIALE,COMITE DU CHER DE L',"Coordonner et seconder les efforts fait dans le département par les personnes, les associations et les œuvres qui poursuivent l'amélioration de la santé publique.",28/02/1921,,17000 santé,SIEGE,"1, rue du Puits de Jouvence",,18000,BOURGES
75.000.1086,1086,PATRIMOINE ENVIRONNEMENT (LUR - FNASSEM),,Veiller à la sauvegarde du patrimoine naturel et monumental de la France.,27/08/1970,16/08/2013,24000 environnement,SIEGE,"20, rue du Borrégo",,75020,PARIS
19.000.1087,1087,LA PROVIDENCE DE BRIVE-LA-GAILLARDE,,"Le maintien et le développement de l'Asile-Ouvroir pour recueillir de jeunes filles pauvres, leur donner une éducation chrétienne, les former à la pratique de la vertu et à l'amour du travail ; pourvoir à ce qu'elles soient convenablement placées au...",09/11/1867,02/08/2013,19000 interventions sociales,SIEGE,"11, boulevard Jules Ferry",,19100,BRIVE-LA-GAILLARDE
19.000.1088,1088,"SOCIETE SCIENTIFIQUE, HISTORIQUE ET ARCHEOLOGIQUE DE LA CORREZE",,"Grouper toutes les personnes qui s'intéressent au progrès des études scientifiques, historiques et archéologiques concernant le Limousin.",30/11/1888,,08 Culture et sciences,SIEGE,"15, rue du Docteur Massénat",BP 32,19100,BRIVE
21.000.1089,1089,SOCIETE DIJONNAISE DE L'ASSISTANCE PAR LE TRAVAIL,,"Faciliter aux malheureux sans travail valides et encore en état de travailler, la recherche d'une place.",13/08/1906,30/03/1915,18000 services medico-sociaux,SIEGE,"5, bis de la Manutention",,21000,DIJON
75.000.1090,1090,GROUPE ESCP-EUROPE,ASSOCIATION DES A.E. ET ETUDIANTS DU,Créer et entretenir entre tous les anciens élèves de ladite école des relations d'amitié contractées à l'école et de les développer entre tous les anciens élèves.,02/03/1903,01/12/2010,15000 éducation formation,SIEGE,"79, avenue de la République",,75011,PARIS
21.000.1091,1091,LIGUE NATIONALE CONTRE LE CANCER,COMITE DE COTE D'OR DE LA,"Organiser la lutte contre le cancer sur l'ensemble du territoire de la Côte d'Or, par tous les moyens scientifiques, matériels et moraux.",27/04/1930,09/06/2004,17000 santé,SIEGE,"1, rue philippe POR - BP 250",,21007,DIJON CEDEX
75.000.1092,1092,SOCIETE FRANCAISE ACCOMPAGNEMENT ET SOINS PALLIATIFS (SFAP),,"L'association a pour objet de développer et faire connaître les soins palliatifs et l'accompagnement des personnes atteintes d'une maladie grave, évolutive ou terminale dans tous leurs aspects, et particulièrement dans leurs implications scientifiques, cliniques, sociales et humaines concernant l'organisation de système de soins, les pratiques sociales ou professionnelles, la réflexion éthique et la recherche, l'enseignement et la formation, l'information et la sensibilisation.",24/06/2008,22/10/2015,17000 santé,SIEGE,"106, avenue Emile Zola",,75015,PARIS
